display,sentence,target word,cloze probability,Log Hal Frequency,Phonological Neighbors,Semantic Neighborhood Density,Response Entropy,densityA,densityB,full_sentence,iti_dur_ms,trial_dur_ms,ShowProgressBar,randomise_blocks
trial,They wouldn't cross because the river was too ,deep,0.42,10.66,19,0.67,2.95,109,17,They wouldn't cross because the river was too deep,500.0,10000.0,0.0,469
break,,,,,,,,,,,,,1.0,469
trial,The musician plucked at the strings of his flat,guitar,0.7,10.12,0,0.64,1.89,19,1,The musician plucked at the strings of his flatguitar,500.0,10000.0,0.0,469
break,,,,,,,,,,,,,1.0,469
trial,The lawyer wanted to be elected as a district ,attorney,0.52,9.59,0,0.62,2.34,65,0,The lawyer wanted to be elected as a district attorney,500.0,10000.0,0.0,469
end,,,,,,,,,,,,,,469
instructions,,,,,,,,,,,,,,470
trial,The lawyer wanted to be elected as a district ,attorney,0.52,9.59,0,0.62,2.34,65,0,The lawyer wanted to be elected as a district attorney,500.0,10000.0,0.0,470
break,,,,,,,,,,,,,1.0,470
trial,Some people enjoy drinking tonic water with ice and ,gin,0.43,7.00,25,0.49,2.54,23,19,Some people enjoy drinking tonic water with ice and gin,500.0,10000.0,0.0,470
break,,,,,,,,,,,,,1.0,470
trial,Marc claimed that the self,complicated,0.38,9.30,0,0.63,2.49,\N,\N,Marc claimed that the selfcomplicated,500.0,10000.0,0.0,470
end,,,,,,,,,,,,,,470
instructions,,,,,,,,,,,,,,471
trial,Marc claimed that the self,complicated,0.38,9.30,0,0.63,2.49,\N,\N,Marc claimed that the selfcomplicated,500.0,10000.0,0.0,471
break,,,,,,,,,,,,,1.0,471
trial,They perceived her as simple but her writings were ,complex,0.51,10.30,0,0.68,3.36,91,0,They perceived her as simple but her writings were complex,500.0,10000.0,0.0,471
break,,,,,,,,,,,,,1.0,471
trial,Mandy left Jake alone after she was issued the ,warning,0.32,10.00,5,0.63,3.18,\N,\N,Mandy left Jake alone after she was issued the warning,500.0,10000.0,0.0,471
end,,,,,,,,,,,,,,471
instructions,,,,,,,,,,,,,,472
trial,Mandy left Jake alone after she was issued the ,warning,0.32,10.00,5,0.63,3.18,\N,\N,Mandy left Jake alone after she was issued the warning,500.0,10000.0,0.0,472
break,,,,,,,,,,,,,1.0,472
trial,The front door was hidden by an overgrown ,bush,0.48,9.30,7,0.65,2.52,14,5,The front door was hidden by an overgrown bush,500.0,10000.0,0.0,472
break,,,,,,,,,,,,,1.0,472
trial,Troy enjoyed playing with his dog outside on the ,lawn,0.43,7.89,24,0.57,3.01,15,16,Troy enjoyed playing with his dog outside on the lawn,500.0,10000.0,0.0,472
end,,,,,,,,,,,,,,472
instructions,,,,,,,,,,,,,,473
trial,Troy enjoyed playing with his dog outside on the ,lawn,0.43,7.89,24,0.57,3.01,15,16,Troy enjoyed playing with his dog outside on the lawn,500.0,10000.0,0.0,473
break,,,,,,,,,,,,,1.0,473
trial,The angry chicken gave the farmer a sharp ,peck,0.83,6.97,26,0.56,1.17,5,19,The angry chicken gave the farmer a sharp peck,500.0,10000.0,0.0,473
break,,,,,,,,,,,,,1.0,473
trial,He promised everyone but they still had ,doubts,0.52,8.45,5,0.56,3.04,\N,\N,He promised everyone but they still had doubts,500.0,10000.0,0.0,473
end,,,,,,,,,,,,,,473
instructions,,,,,,,,,,,,,,474
trial,He promised everyone but they still had ,doubts,0.52,8.45,5,0.56,3.04,\N,\N,He promised everyone but they still had doubts,500.0,10000.0,0.0,474
break,,,,,,,,,,,,,1.0,474
trial,When Missy told on them they called her a ,snitch,0.37,5.08,7,0.25,3.06,1,6,When Missy told on them they called her a snitch,500.0,10000.0,0.0,474
break,,,,,,,,,,,,,1.0,474
trial,Barb pulled her sleeve back to reveal a big ,bruise,0.39,6.12,13,0.31,2.38,3,8,Barb pulled her sleeve back to reveal a big bruise,500.0,10000.0,0.0,474
end,,,,,,,,,,,,,,474
instructions,,,,,,,,,,,,,,475
trial,Barb pulled her sleeve back to reveal a big ,bruise,0.39,6.12,13,0.31,2.38,3,8,Barb pulled her sleeve back to reveal a big bruise,500.0,10000.0,0.0,475
break,,,,,,,,,,,,,1.0,475
trial,Timothy was hesitant when he had to make a ,decision,0.4,10.51,2,0.67,2.84,119,0,Timothy was hesitant when he had to make a decision,500.0,10000.0,0.0,475
break,,,,,,,,,,,,,1.0,475
trial,The monument was the largest constructed to ,date,0.73,11.82,25,0.68,2.02,103,20,The monument was the largest constructed to date,500.0,10000.0,0.0,475
end,,,,,,,,,,,,,,475
instructions,,,,,,,,,,,,,,476
trial,The monument was the largest constructed to ,date,0.73,11.82,25,0.68,2.02,103,20,The monument was the largest constructed to date,500.0,10000.0,0.0,476
break,,,,,,,,,,,,,1.0,476
trial,The old couple still remember their first ,date,0.63,11.82,25,0.68,1.47,103,20,The old couple still remember their first date,500.0,10000.0,0.0,476
break,,,,,,,,,,,,,1.0,476
trial,Finishing that whole bag of candy was quite a ,feat,0.5,7.38,22,0.58,2.39,289,19,Finishing that whole bag of candy was quite a feat,500.0,10000.0,0.0,476
end,,,,,,,,,,,,,,476
instructions,,,,,,,,,,,,,,477
trial,Finishing that whole bag of candy was quite a ,feat,0.5,7.38,22,0.58,2.39,289,19,Finishing that whole bag of candy was quite a feat,500.0,10000.0,0.0,477
break,,,,,,,,,,,,,1.0,477
trial,Winning an Olympic medal is an impressive ,feat,0.76,7.38,22,0.58,1.55,289,19,Winning an Olympic medal is an impressive feat,500.0,10000.0,0.0,477
break,,,,,,,,,,,,,1.0,477
trial,"To learn responsibility, each child should have a ",chore,0.51,6.37,29,0.26,2.56,7,20,"To learn responsibility, each child should have a chore",500.0,10000.0,0.0,477
end,,,,,,,,,,,,,,477
instructions,,,,,,,,,,,,,,478
trial,"To learn responsibility, each child should have a ",chore,0.51,6.37,29,0.26,2.56,7,20,"To learn responsibility, each child should have a chore",500.0,10000.0,0.0,478
break,,,,,,,,,,,,,1.0,478
trial,The winner was so excited that he did a ,flip,0.34,8.70,9,0.56,2.75,4,9,The winner was so excited that he did a flip,500.0,10000.0,0.0,478
break,,,,,,,,,,,,,1.0,478
trial,"Before they're even one year old, babies usually ",crawl,0.33,8.05,4,0.48,2.69,11,7,"Before they're even one year old, babies usually crawl",500.0,10000.0,0.0,478
end,,,,,,,,,,,,,,478
instructions,,,,,,,,,,,,,,479
trial,"Before they're even one year old, babies usually ",crawl,0.33,8.05,4,0.48,2.69,11,7,"Before they're even one year old, babies usually crawl",500.0,10000.0,0.0,479
break,,,,,,,,,,,,,1.0,479
trial,Instead of cupcakes she made a chocolate bread ,pudding,0.64,7.13,7,0.45,2.06,1,1,Instead of cupcakes she made a chocolate bread pudding,500.0,10000.0,0.0,479
break,,,,,,,,,,,,,1.0,479
trial,"Annoyed with his mother, Fred ignored her persistent ",nagging,0.53,6.69,7,0.32,2.93,\N,\N,"Annoyed with his mother, Fred ignored her persistent nagging",500.0,10000.0,0.0,479
end,,,,,,,,,,,,,,479
instructions,,,,,,,,,,,,,,480
trial,"Annoyed with his mother, Fred ignored her persistent ",nagging,0.53,6.69,7,0.32,2.93,\N,\N,"Annoyed with his mother, Fred ignored her persistent nagging",500.0,10000.0,0.0,480
break,,,,,,,,,,,,,1.0,480
trial,They ate the bread and went to buy another ,loaf,0.96,7.11,14,0.47,0.32,4,14,They ate the bread and went to buy another loaf,500.0,10000.0,0.0,480
break,,,,,,,,,,,,,1.0,480
trial,Rachel bought yarn for the sweater she wanted to ,knit,0.81,7.01,30,0.37,1.16,10,27,Rachel bought yarn for the sweater she wanted to knit,500.0,10000.0,0.0,480
end,,,,,,,,,,,,,,480
instructions,,,,,,,,,,,,,,481
trial,Rachel bought yarn for the sweater she wanted to ,knit,0.81,7.01,30,0.37,1.16,10,27,Rachel bought yarn for the sweater she wanted to knit,500.0,10000.0,0.0,481
break,,,,,,,,,,,,,1.0,481
trial,Katherine took the ball of yarn and began to ,knit,0.65,7.01,30,0.37,2.04,10,27,Katherine took the ball of yarn and began to knit,500.0,10000.0,0.0,481
break,,,,,,,,,,,,,1.0,481
trial,Charles knew that the woman was out of his ,league,0.82,10.14,18,0.63,1.27,69,17,Charles knew that the woman was out of his league,500.0,10000.0,0.0,481
end,,,,,,,,,,,,,,481
instructions,,,,,,,,,,,,,,482
trial,Charles knew that the woman was out of his ,league,0.82,10.14,18,0.63,1.27,69,17,Charles knew that the woman was out of his league,500.0,10000.0,0.0,482
break,,,,,,,,,,,,,1.0,482
trial,The excited crowd of people quickly formed a ,mob,0.35,8.93,13,0.59,2.43,10,14,The excited crowd of people quickly formed a mob,500.0,10000.0,0.0,482
break,,,,,,,,,,,,,1.0,482
trial,It was hard to watch the poor animal ,suffer,0.81,9.37,11,0.60,1.16,33,6,It was hard to watch the poor animal suffer,500.0,10000.0,0.0,482
end,,,,,,,,,,,,,,482
instructions,,,,,,,,,,,,,,483
trial,It was hard to watch the poor animal ,suffer,0.81,9.37,11,0.60,1.16,33,6,It was hard to watch the poor animal suffer,500.0,10000.0,0.0,483
break,,,,,,,,,,,,,1.0,483
trial,Sharing combs with infected people gave Lorie ,lice,0.89,5.98,25,0.41,0.86,2,22,Sharing combs with infected people gave Lorie lice,500.0,10000.0,0.0,483
break,,,,,,,,,,,,,1.0,483
trial,The ancient vehicle moved forward with a ,lurch,0.41,5.69,9,0.24,4.05,3,8,The ancient vehicle moved forward with a lurch,500.0,10000.0,0.0,483
end,,,,,,,,,,,,,,483
instructions,,,,,,,,,,,,,,484
trial,The ancient vehicle moved forward with a ,lurch,0.41,5.69,9,0.24,4.05,3,8,The ancient vehicle moved forward with a lurch,500.0,10000.0,0.0,484
break,,,,,,,,,,,,,1.0,484
trial,The box landed on the ground with a dull ,thud,0.85,6.14,8,0.24,1.19,3,7,The box landed on the ground with a dull thud,500.0,10000.0,0.0,484
break,,,,,,,,,,,,,1.0,484
trial,The heavy book hit the floor with a loud ,thud,0.7,6.14,8,0.24,1.52,3,7,The heavy book hit the floor with a loud thud,500.0,10000.0,0.0,484
end,,,,,,,,,,,,,,484
instructions,,,,,,,,,,,,,,485
trial,The heavy book hit the floor with a loud ,thud,0.7,6.14,8,0.24,1.52,3,7,The heavy book hit the floor with a loud thud,500.0,10000.0,0.0,485
break,,,,,,,,,,,,,1.0,485
trial,"After playing all day, the dirty boy needed to ",bathe,0.6,6.51,13,0.36,1.76,4,9,"After playing all day, the dirty boy needed to bathe",500.0,10000.0,0.0,485
break,,,,,,,,,,,,,1.0,485
trial,Something many men do for their appearance is ,shave,0.7,7.52,17,0.39,2.07,6,16,Something many men do for their appearance is shave,500.0,10000.0,0.0,485
end,,,,,,,,,,,,,,485
instructions,,,,,,,,,,,,,,486
trial,Something many men do for their appearance is ,shave,0.7,7.52,17,0.39,2.07,6,16,Something many men do for their appearance is shave,500.0,10000.0,0.0,486
break,,,,,,,,,,,,,1.0,486
trial,She told the bearded boyfriend that he needed to ,shave,0.92,7.52,17,0.39,0.62,6,16,She told the bearded boyfriend that he needed to shave,500.0,10000.0,0.0,486
break,,,,,,,,,,,,,1.0,486
trial,At swim camp his daughter did her very first ,dive,0.54,9.01,14,0.57,2.18,23,14,At swim camp his daughter did her very first dive,500.0,10000.0,0.0,486
end,,,,,,,,,,,,,,486
instructions,,,,,,,,,,,,,,487
trial,At swim camp his daughter did her very first ,dive,0.54,9.01,14,0.57,2.18,23,14,At swim camp his daughter did her very first dive,500.0,10000.0,0.0,487
break,,,,,,,,,,,,,1.0,487
trial,That many seeds can take several days to ,germinate,0.32,5.20,1,0.41,2.56,2,1,That many seeds can take several days to germinate,500.0,10000.0,0.0,487
break,,,,,,,,,,,,,1.0,487
trial,Judith wanted her grandma to teach her how to ,sew,0.41,7.18,33,0.31,2.27,1990,21,Judith wanted her grandma to teach her how to sew,500.0,10000.0,0.0,487
end,,,,,,,,,,,,,,487
instructions,,,,,,,,,,,,,,488
trial,Judith wanted her grandma to teach her how to ,sew,0.41,7.18,33,0.31,2.27,1990,21,Judith wanted her grandma to teach her how to sew,500.0,10000.0,0.0,488
break,,,,,,,,,,,,,1.0,488
trial,The flood was contained by the well built ,dam,0.55,8.12,24,0.61,2.27,39,18,The flood was contained by the well built dam,500.0,10000.0,0.0,488
break,,,,,,,,,,,,,1.0,488
trial,The town flooded after a leak in the ,dam,0.56,8.12,24,0.61,2.45,39,18,The town flooded after a leak in the dam,500.0,10000.0,0.0,488
end,,,,,,,,,,,,,,488
instructions,,,,,,,,,,,,,,489
trial,The town flooded after a leak in the ,dam,0.56,8.12,24,0.61,2.45,39,18,The town flooded after a leak in the dam,500.0,10000.0,0.0,489
break,,,,,,,,,,,,,1.0,489
trial,The Olympic medalist was sad that she came in ,second,0.35,11.92,3,0.70,1.92,373,0,The Olympic medalist was sad that she came in second,500.0,10000.0,0.0,489
break,,,,,,,,,,,,,1.0,489
trial,"When drawing, Kayla tried not to smudge the ",ink,0.47,8.63,2,0.57,2.89,7,2,"When drawing, Kayla tried not to smudge the ink",500.0,10000.0,0.0,489
end,,,,,,,,,,,,,,489
instructions,,,,,,,,,,,,,,490
trial,"When drawing, Kayla tried not to smudge the ",ink,0.47,8.63,2,0.57,2.89,7,2,"When drawing, Kayla tried not to smudge the ink",500.0,10000.0,0.0,490
break,,,,,,,,,,,,,1.0,490
trial,Many restaurant tables can seat parties of at least ,four,0.34,11.35,32,0.70,2.66,\N,\N,Many restaurant tables can seat parties of at least four,500.0,10000.0,0.0,490
break,,,,,,,,,,,,,1.0,490
trial,The baby was fussy when he started to get ,hungry,0.43,8.75,0,0.56,2.66,\N,\N,The baby was fussy when he started to get hungry,500.0,10000.0,0.0,490
end,,,,,,,,,,,,,,490
instructions,,,,,,,,,,,,,,491
trial,The baby was fussy when he started to get ,hungry,0.43,8.75,0,0.56,2.66,\N,\N,The baby was fussy when he started to get hungry,500.0,10000.0,0.0,491
break,,,,,,,,,,,,,1.0,491
trial,The officer barged in and quickly flashed his ,badge,0.81,7.62,11,0.57,1.18,5,12,The officer barged in and quickly flashed his badge,500.0,10000.0,0.0,491
break,,,,,,,,,,,,,1.0,491
trial,"The skiers were tired, so they relaxed in the ",lodge,0.45,8.18,9,0.61,3.21,19,8,"The skiers were tired, so they relaxed in the lodge",500.0,10000.0,0.0,491
end,,,,,,,,,,,,,,491
instructions,,,,,,,,,,,,,,492
trial,"The skiers were tired, so they relaxed in the ",lodge,0.45,8.18,9,0.61,3.21,19,8,"The skiers were tired, so they relaxed in the lodge",500.0,10000.0,0.0,492
break,,,,,,,,,,,,,1.0,492
trial,The snake had deadly venom stored in its ,fangs,0.65,6.85,8,0.45,1.9,\N,\N,The snake had deadly venom stored in its fangs,500.0,10000.0,0.0,492
break,,,,,,,,,,,,,1.0,492
trial,"After dating for five years, the happy couple ",married,0.75,10.17,4,0.64,1.32,\N,\N,"After dating for five years, the happy couple married",500.0,10000.0,0.0,492
end,,,,,,,,,,,,,,492
instructions,,,,,,,,,,,,,,493
trial,"After dating for five years, the happy couple ",married,0.75,10.17,4,0.64,1.32,\N,\N,"After dating for five years, the happy couple married",500.0,10000.0,0.0,493
break,,,,,,,,,,,,,1.0,493
trial,In seven days the princess was to be ,married,0.31,10.17,4,0.64,2.94,\N,\N,In seven days the princess was to be married,500.0,10000.0,0.0,493
break,,,,,,,,,,,,,1.0,493
trial,They fell deeply in love the first time they ,met,0.86,10.43,28,0.68,0.79,132,23,They fell deeply in love the first time they met,500.0,10000.0,0.0,493
end,,,,,,,,,,,,,,493
instructions,,,,,,,,,,,,,,494
trial,They fell deeply in love the first time they ,met,0.86,10.43,28,0.68,0.79,132,23,They fell deeply in love the first time they met,500.0,10000.0,0.0,494
break,,,,,,,,,,,,,1.0,494
trial,Lily had disliked him from the moment they ,met,0.99,10.43,28,0.68,0.08,132,23,Lily had disliked him from the moment they met,500.0,10000.0,0.0,494
break,,,,,,,,,,,,,1.0,494
trial,My mother always kept everything very ,neat,0.47,9.38,31,0.46,2.28,21,23,My mother always kept everything very neat,500.0,10000.0,0.0,494
end,,,,,,,,,,,,,,494
instructions,,,,,,,,,,,,,,495
trial,My mother always kept everything very ,neat,0.47,9.38,31,0.46,2.28,21,23,My mother always kept everything very neat,500.0,10000.0,0.0,495
break,,,,,,,,,,,,,1.0,495
trial,"Every fifteen minutes, the clock would ",chime,0.57,6.98,10,0.33,2.5,1,8,"Every fifteen minutes, the clock would chime",500.0,10000.0,0.0,495
break,,,,,,,,,,,,,1.0,495
trial,In the morning all the baby birds start to ,chirp,0.57,5.70,8,0.26,1.52,1,9,In the morning all the baby birds start to chirp,500.0,10000.0,0.0,495
end,,,,,,,,,,,,,,495
instructions,,,,,,,,,,,,,,496
trial,In the morning all the baby birds start to ,chirp,0.57,5.70,8,0.26,1.52,1,9,In the morning all the baby birds start to chirp,500.0,10000.0,0.0,496
break,,,,,,,,,,,,,1.0,496
trial,In the summer she loved hearing the crickets ,chirp,0.91,5.70,8,0.26,0.61,1,9,In the summer she loved hearing the crickets chirp,500.0,10000.0,0.0,496
break,,,,,,,,,,,,,1.0,496
trial,"In woodshop, Alex smoothed the baseball bat with the ",sander,0.32,6.69,15,0.38,3.19,\N,\N,"In woodshop, Alex smoothed the baseball bat with the sander",500.0,10000.0,0.0,496
end,,,,,,,,,,,,,,496
instructions,,,,,,,,,,,,,,497
trial,"In woodshop, Alex smoothed the baseball bat with the ",sander,0.32,6.69,15,0.38,3.19,\N,\N,"In woodshop, Alex smoothed the baseball bat with the sander",500.0,10000.0,0.0,497
break,,,,,,,,,,,,,1.0,497
trial,The songs played over and over in a ,loop,0.53,9.70,20,0.62,2.76,21,16,The songs played over and over in a loop,500.0,10000.0,0.0,497
break,,,,,,,,,,,,,1.0,497
trial,"When asked about his parents, Gabe said he loved them ",dearly,0.39,7.09,5,0.37,3.42,\N,\N,"When asked about his parents, Gabe said he loved them dearly",500.0,10000.0,0.0,497
end,,,,,,,,,,,,,,497
instructions,,,,,,,,,,,,,,498
trial,"When asked about his parents, Gabe said he loved them ",dearly,0.39,7.09,5,0.37,3.42,\N,\N,"When asked about his parents, Gabe said he loved them dearly",500.0,10000.0,0.0,498
break,,,,,,,,,,,,,1.0,498
trial,Martin always dreamed of being a police ,officer,0.87,9.85,0,0.66,0.98,101,0,Martin always dreamed of being a police officer,500.0,10000.0,0.0,498
break,,,,,,,,,,,,,1.0,498
trial,The tranquil park atmosphere was disturbed by the honking ,horn,0.36,9.12,18,0.62,2.03,31,11,The tranquil park atmosphere was disturbed by the honking horn,500.0,10000.0,0.0,498
end,,,,,,,,,,,,,,498
instructions,,,,,,,,,,,,,,499
trial,The tranquil park atmosphere was disturbed by the honking ,horn,0.36,9.12,18,0.62,2.03,31,11,The tranquil park atmosphere was disturbed by the honking horn,500.0,10000.0,0.0,499
break,,,,,,,,,,,,,1.0,499
trial,Aidan was shocked that the sturdy building ,collapsed,0.46,7.77,0,0.60,2.11,\N,\N,Aidan was shocked that the sturdy building collapsed,500.0,10000.0,0.0,499
break,,,,,,,,,,,,,1.0,499
trial,Gavin believed that he met his wife due to ,fate,0.56,9.05,31,0.63,2.0,36,24,Gavin believed that he met his wife due to fate,500.0,10000.0,0.0,499
end,,,,,,,,,,,,,,499
instructions,,,,,,,,,,,,,,500
trial,Gavin believed that he met his wife due to ,fate,0.56,9.05,31,0.63,2.0,36,24,Gavin believed that he met his wife due to fate,500.0,10000.0,0.0,500
break,,,,,,,,,,,,,1.0,500
trial,Alex waited for the jury to decide his ,fate,0.88,9.05,31,0.63,0.79,36,24,Alex waited for the jury to decide his fate,500.0,10000.0,0.0,500
break,,,,,,,,,,,,,1.0,500
trial,The rotten fruit had turned into a soft ,mush,0.7,7.84,16,0.28,2.13,1,15,The rotten fruit had turned into a soft mush,500.0,10000.0,0.0,500
